# ==========================================================================
# scn_ieee118_mtc_inv.dat --- IEEE-118 mtc (canonica + bulk 25-70) INV PURA + ESCASEZ REACTIVA Qdx1.6
# CRF=1 OPF_SCALE=0 load_scale=1.0. Flagship certificado.
# ==========================================================================
# GUARDA (rev. 2026-08-21b): OPF_SCALE=0 es lo que pone los tres sistemas en la
# misma base economica (inversion pura). Los cg de los generadores NO son
# homogeneos entre sistemas (Garver 0/3, IEEE-24 1/12, IEEE-118 54/54 unidades con
# coeficientes no nulos): activar OPF_SCALE=1 sin homogeneizarlos rompe la
# comparabilidad entre cuadros. No mover este interruptor de forma aislada.
# BASE ECONOMICA: la comparabilidad entre los tres cuadros depende de que este
# par de valores no se mueva. La guarda que lo hace cumplir es imperativa y vive
# en run/_base_guard.inc (un "check" aqui NO funcionaria: AMPL no lo reevalua
# sobre datos ya leidos; comprobado 2026-08-21). Incluirla tras model+data.
# CORRECCIONES rev. 2026-08-24 (auditoria de consistencia total; ver
# documentation/REVISION_EXPERTO.md seccion 2c):
#  (A) POSICIONES DE TRANSFORMADOR. Todo transformador paga una posicion por
#      lado, a la clase de tension de cada lado. Trafo candidato aislado:
#      dos posiciones. Trafo terminal de un corredor (bloque linea-trafo, el
#      lado de alta muere en la linea): solo la posicion del lado de baja.
#  (B) POSICION AC DEL CONVERTIDOR. Cada terminal VSC paga la posicion de
#      barra de su nivel de conexion AC, igual que banco, STATCOM y SSSC.
#      MTEP24 T4.2-3 cotiza solo la estacion; la interconexion AC va aparte
#      (seccion 2.4 del propio MTEP24).
#  (C) BAHIA DE 500 kV = 5.3 (T4.2-1 p.41, ring bus; antes se usaba 5.0).
#  (D) ESCALERA DE COSTOS VSC, DECLARADA Y SIN REDONDEOS. Dos anclas de
#      MTEP24 T4.2-3 (fila VSC), leidas POR POLO:
#         clase <= 500 MW  -> 159    (estacion VSC de +-250 kV)
#         clase <= 1000 MW -> 230.5  (= 461/2, por polo de la estacion
#                                     bipolar VSC de +-400 kV)
#         clase <= 1500 MW -> 310    (= 620/2, por polo de la estacion
#                                     bipolar VSC de +-500 kV)
#      y una sola regla: un terminal MONOPOLAR cuesta el costo por polo de su
#      clase; un terminal BIPOLAR cuesta 1.5 veces el costo por polo de la
#      clase de su polo (segunda cadena de equipos, con obra y patio de
#      maniobra compartidos). Aplicada EXACTA, sin redondear:
#         750 MW bipolar  (polos de 375, clase 500)  = 1.5 x 159   = 238.50
#         1500 MW bipolar (polos de 750, clase 1000) = 1.5 x 230.5 = 345.75
#      A ese numero se le suma SIEMPRE la posicion AC de la barra donde se
#      conecta el terminal, segun (B). De ahi salen los valores del archivo:
#         500 MW  -> 160.7 (138 kV) / 161.2 (230 kV) / 162.4 (345 kV)
#         1000 MW -> 232.2 (138 kV)
#         750 MW bipolar  -> 240.70 (230 kV)
#         1500 MW bipolar -> 347.45 (138 kV) / 347.95 (230 kV)
#         2500 y 3000 MW bipolar (polos de 1250 y 1500, clase 1500)
#                         -> 1.5 x 310 + 1.70 = 466.70 (138 kV)
#      NOTA (rev. 2026-08-24b): hasta esta revision las bases bipolares eran
#      239 y 346, redondeos de 238.50 y 345.75. El redondeo contradecia la
#      regla que este mismo bloque declara, asi que se elimina. Lo detecto la
#      revision por pares, no la auditoria interna: al revisar el propio
#      trabajo se compara el numero contra si mismo, no contra la regla.
#      Con la escalera declarada, que el bipolar de 750 (240.70) cueste mas
#      que el monopolar de 1000 (232.2) no es anomalia de monotonia: son
#      curvas distintas, y la monotonia se cumple dentro de cada una.
param CRF := 1; param OPF_SCALE := 0; param load_scale := 1.00;
# bus_standard.dat --- MATPOWER case118: tipos, Vlim 0.94-1.06, shunts Gs/Bs (pu)
param Sbase := 100;
param refbus := 69;

param: BUS: bus_type Gsh Bsh Vmin Vmax :=
  1 2 0.00000 0.00000 0.94 1.06
  2 1 0.00000 0.00000 0.94 1.06
  3 1 0.00000 0.00000 0.94 1.06
  4 2 0.00000 0.00000 0.94 1.06
  5 1 0.00000 -0.40000 0.94 1.06
  6 2 0.00000 0.00000 0.94 1.06
  7 1 0.00000 0.00000 0.94 1.06
  8 2 0.00000 0.00000 0.94 1.06
  9 1 0.00000 0.00000 0.94 1.06
  10 2 0.00000 0.00000 0.94 1.06
  11 1 0.00000 0.00000 0.94 1.06
  12 2 0.00000 0.00000 0.94 1.06
  13 1 0.00000 0.00000 0.94 1.06
  14 1 0.00000 0.00000 0.94 1.06
  15 2 0.00000 0.00000 0.94 1.06
  16 1 0.00000 0.00000 0.94 1.06
  17 1 0.00000 0.00000 0.94 1.06
  18 2 0.00000 0.00000 0.94 1.06
  19 2 0.00000 0.00000 0.94 1.06
  20 1 0.00000 0.00000 0.94 1.06
  21 1 0.00000 0.00000 0.94 1.06
  22 1 0.00000 0.00000 0.94 1.06
  23 1 0.00000 0.00000 0.94 1.06
  24 2 0.00000 0.00000 0.94 1.06
  25 2 0.00000 0.00000 0.94 1.06
  26 2 0.00000 0.00000 0.94 1.06
  27 2 0.00000 0.00000 0.94 1.06
  28 1 0.00000 0.00000 0.94 1.06
  29 1 0.00000 0.00000 0.94 1.06
  30 1 0.00000 0.00000 0.94 1.06
  31 2 0.00000 0.00000 0.94 1.06
  32 2 0.00000 0.00000 0.94 1.06
  33 1 0.00000 0.00000 0.94 1.06
  34 2 0.00000 0.14000 0.94 1.06
  35 1 0.00000 0.00000 0.94 1.06
  36 2 0.00000 0.00000 0.94 1.06
  37 1 0.00000 -0.25000 0.94 1.06
  38 1 0.00000 0.00000 0.94 1.06
  39 1 0.00000 0.00000 0.94 1.06
  40 2 0.00000 0.00000 0.94 1.06
  41 1 0.00000 0.00000 0.94 1.06
  42 2 0.00000 0.00000 0.94 1.06
  43 1 0.00000 0.00000 0.94 1.06
  44 1 0.00000 0.10000 0.94 1.06
  45 1 0.00000 0.10000 0.94 1.06
  46 2 0.00000 0.10000 0.94 1.06
  47 1 0.00000 0.00000 0.94 1.06
  48 1 0.00000 0.15000 0.94 1.06
  49 2 0.00000 0.00000 0.94 1.06
  50 1 0.00000 0.00000 0.94 1.06
  51 1 0.00000 0.00000 0.94 1.06
  52 1 0.00000 0.00000 0.94 1.06
  53 1 0.00000 0.00000 0.94 1.06
  54 2 0.00000 0.00000 0.94 1.06
  55 2 0.00000 0.00000 0.94 1.06
  56 2 0.00000 0.00000 0.94 1.06
  57 1 0.00000 0.00000 0.94 1.06
  58 1 0.00000 0.00000 0.94 1.06
  59 2 0.00000 0.00000 0.94 1.06
  60 1 0.00000 0.00000 0.94 1.06
  61 2 0.00000 0.00000 0.94 1.06
  62 2 0.00000 0.00000 0.94 1.06
  63 1 0.00000 0.00000 0.94 1.06
  64 1 0.00000 0.00000 0.94 1.06
  65 2 0.00000 0.00000 0.94 1.06
  66 2 0.00000 0.00000 0.94 1.06
  67 1 0.00000 0.00000 0.94 1.06
  68 1 0.00000 0.00000 0.94 1.06
  69 3 0.00000 0.00000 0.94 1.06
  70 2 0.00000 0.00000 0.94 1.06
  71 1 0.00000 0.00000 0.94 1.06
  72 2 0.00000 0.00000 0.94 1.06
  73 2 0.00000 0.00000 0.94 1.06
  74 2 0.00000 0.12000 0.94 1.06
  75 1 0.00000 0.00000 0.94 1.06
  76 2 0.00000 0.00000 0.94 1.06
  77 2 0.00000 0.00000 0.94 1.06
  78 1 0.00000 0.00000 0.94 1.06
  79 1 0.00000 0.20000 0.94 1.06
  80 2 0.00000 0.00000 0.94 1.06
  81 1 0.00000 0.00000 0.94 1.06
  82 1 0.00000 0.20000 0.94 1.06
  83 1 0.00000 0.10000 0.94 1.06
  84 1 0.00000 0.00000 0.94 1.06
  85 2 0.00000 0.00000 0.94 1.06
  86 1 0.00000 0.00000 0.94 1.06
  87 2 0.00000 0.00000 0.94 1.06
  88 1 0.00000 0.00000 0.94 1.06
  89 2 0.00000 0.00000 0.94 1.06
  90 2 0.00000 0.00000 0.94 1.06
  91 2 0.00000 0.00000 0.94 1.06
  92 2 0.00000 0.00000 0.94 1.06
  93 1 0.00000 0.00000 0.94 1.06
  94 1 0.00000 0.00000 0.94 1.06
  95 1 0.00000 0.00000 0.94 1.06
  96 1 0.00000 0.00000 0.94 1.06
  97 1 0.00000 0.00000 0.94 1.06
  98 1 0.00000 0.00000 0.94 1.06
  99 2 0.00000 0.00000 0.94 1.06
  100 2 0.00000 0.00000 0.94 1.06
  101 1 0.00000 0.00000 0.94 1.06
  102 1 0.00000 0.00000 0.94 1.06
  103 2 0.00000 0.00000 0.94 1.06
  104 2 0.00000 0.00000 0.94 1.06
  105 2 0.00000 0.20000 0.94 1.06
  106 1 0.00000 0.00000 0.94 1.06
  107 2 0.00000 0.06000 0.94 1.06
  108 1 0.00000 0.00000 0.94 1.06
  109 1 0.00000 0.00000 0.94 1.06
  110 2 0.00000 0.06000 0.94 1.06
  111 2 0.00000 0.00000 0.94 1.06
  112 2 0.00000 0.00000 0.94 1.06
  113 2 0.00000 0.00000 0.94 1.06
  114 1 0.00000 0.00000 0.94 1.06
  115 1 0.00000 0.00000 0.94 1.06
  116 2 0.00000 0.00000 0.94 1.06
  117 1 0.00000 0.00000 0.94 1.06
  118 1 0.00000 0.00000 0.94 1.06
;
# load_standard.dat --- MATPOWER case118 Pd/Qd (pu). lambda=load_scale externo.
param: Pd Qd :=
  1 0.51000 0.43200
  2 0.20000 0.14400
  3 0.39000 0.16000
  4 0.39000 0.19200
  5 0.00000 0.00000
  6 0.52000 0.35200
  7 0.19000 0.03200
  8 0.28000 0.00000
  9 0.00000 0.00000
  10 0.00000 0.00000
  11 0.70000 0.36800
  12 0.47000 0.16000
  13 0.34000 0.25600
  14 0.14000 0.01600
  15 0.90000 0.48000
  16 0.25000 0.16000
  17 0.11000 0.04800
  18 0.60000 0.54400
  19 0.45000 0.40000
  20 0.18000 0.04800
  21 0.14000 0.12800
  22 0.10000 0.08000
  23 0.07000 0.04800
  24 0.13000 0.00000
  25 0.00000 0.00000
  26 0.00000 0.00000
  27 0.71000 0.20800
  28 0.17000 0.11200
  29 0.24000 0.06400
  30 0.00000 0.00000
  31 0.43000 0.43200
  32 0.59000 0.36800
  33 0.23000 0.14400
  34 0.59000 0.41600
  35 0.33000 0.14400
  36 0.31000 0.27200
  37 0.00000 0.00000
  38 0.00000 0.00000
  39 0.27000 0.17600
  40 0.66000 0.36800
  41 0.37000 0.16000
  42 0.96000 0.36800
  43 0.18000 0.11200
  44 0.16000 0.12800
  45 0.53000 0.35200
  46 0.28000 0.16000
  47 0.34000 0.00000
  48 0.20000 0.17600
  49 0.87000 0.48000
  50 0.17000 0.06400
  51 0.17000 0.12800
  52 0.18000 0.08000
  53 0.23000 0.17600
  54 1.13000 0.51200
  55 0.63000 0.35200
  56 0.84000 0.28800
  57 0.12000 0.04800
  58 0.12000 0.04800
  59 2.77000 1.80800
  60 0.78000 0.04800
  61 0.00000 0.00000
  62 0.77000 0.22400
  63 0.00000 0.00000
  64 0.00000 0.00000
  65 0.00000 0.00000
  66 0.39000 0.28800
  67 0.28000 0.11200
  68 0.00000 0.00000
